Date,Location,Latitude,Longitude,Operator,Route,Type,Aboard,Fatalities,Ground
06/28/1982,"Southern Belarus, USSR",53.709807,27.953389,Aeroflot,Leningrad - Kiev,Yakovlev YAK-42,132,132,0
03/19/1982,"Leesburg, Florida",28.810823,-81.8778582,Private,None,Beechcraft Bonanza F35,3,3,0
03/19/1982,"Near Woodstock, Illinois",42.3147436,-88.4487021,Military - U.S. Air Force,,Boeing KC-135C,27,27,0
03/20/1982,"Branti Airport, Indonesia",-5.25,105.183333,Garuda Indonesia Airlines,Jakarta - Bandar,Fokker F-28 Fellowship 1000,27,27,0
03/26/1982,"Queate, Colombia",4.570868,-74.297333,Aeropesca Colombia,Villavicencio - Bogota,Vickers Viscount 745D,21,21,0
04-11-1982,"Near Tanana, Alaska",65.1709277,-152.0887492,Air Taxi,"Banddanack, AK - Fairbanks, AK",Hughes 369D,3,3,0
04/13/1982,"Near Erzurum, Turkey",39.9054993,41.2658236,Military - U.S. Air Force,Erzurum - Incirlik,Lockheed C-130H,27,27,0
04/26/1982,"Near Yangshuo, Guangxi, China",24.7784299,110.49663,CAAC,Guangzhou - Guilin,Hawker Siddeley Trident 2E,112,112,0
04/28/1982,"Hakalau, Hawaii",19.8944482,-155.1259939,Air Taxi,"Hilo, HI - Honalulu, HI",Beechcraft E18S,2,2,0
04/30/1982,Gulf of Thailand,9.7121198,101.3431058,Okanagan Helicopters,,Sikorsky S-76,13,13,0
05-09-1982,"Off Aden, Yemen",15.552727,48.516388,Alyemda,,de Havilland Canada DHC-7-103,49,47,0
05-12-1982,"Judsonia, Arkansas",35.2830301,-91.6364649,Military - U.S. Air Force,Training,Lockheed C-130E Hercules,7,7,0
05/19/1982,South AtlantiOcean,-33.72434,-15.996094,Military - Royal British Navy,,Westland Sea King HC-4 (helicopter),30,21,0
05/25/1982,"Brazilia, Brazil",-15.7975154,-47.8918874,VASP,,Boeing B-737-200,118,2,0
05/28/1982,"Off Natuma Island, Indonesia",-0.789275,113.921327,Pelita Air Service,,Aerospatiale 330G Puma,10,10,0
06-01-1982,"Near Songnam-si, South Korea",37.4073695,127.1162181,Military - Republiof South Korea Air Force,,Fairchild C-123,53,53,0
06-08-1982,"Near Pacatuba, Brazil",-10.4507392,-36.6470048,VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,137,137,0
06-12-1982,"Tabatinga, Brazil",-4.2314729,-69.9369981,TABA,Eirunepe - Tabatinga,Fairchild-Hiller FH-227B-LCD,44,44,0
06/22/1982,"Bombay, India",19.0759837,72.8776559,Air India,Kuala Lumpur - Mumbai,Boeing B-707-437,111,17,0
07-03-1982,"Oganda, Gabon",-0.803689,11.609444,Air Affaires Gabon,,Cessna 404 Titan,12,12,0
07-06-1982,"Near Moscow, Russia",55.755826,37.6173,Aeroflot,,Ilyushin IL-62M,90,90,0
07-09-1982,"Kenner, Louisiana",29.9940924,-90.2417434,Pan American World Airways,New Orleans - Las Vegas,Boeing B-727-235,145,145,8
07-11-1982,"Jolo, Philippines",6.0473648,121.0089611,Philippine Air Lines,,Hawker Siddeley HS-748-209 Srs. 2,30,4,0
07/14/1982,"Oxbow, Oregon",44.9748785,-116.8629359,Air Taxi,"Imnaha, OR - Fort Fairfield, ME",Cessna 172F,4,4,0
07/23/1982,"Castaic, California",34.4890363,-118.6256552,Western Helicopter,Movie set,Bell UH-1B Huey Helicopter,1,0,3
07/24/1982,"Near Sitka, Alaska",57.0532193,-135.3345513,Air Taxi,"Sitka, AK - Warm Springs, AK",Cessna A185F,4,4,0
08-04-1982,"Concord, New Hampshire",43.2081366,-71.5375718,Air Taxi,"Groton, CT - Concord, CT",Piper PA-28-161,2,2,0
08-11-1982,PacifiOcean,,,Pan American World Airways,Tokyo - Honolulu,Boeing B-747-121,,1,0
08-12-1982,"Mindat, Myanmar",21.3748075,93.9725378,Burma Airways,,de Havilland Canada DHC-6 Twin Otter 300,8,8,0
08/14/1982,"Sukhumi, Georgia, USSR",43.0015252,41.0234153,Aeroflot / Aeroflot,,LeT 410UVP Turbojet / Tupolev TU-134V,11,11,0
08/14/1982,"Near Managua, Nicaragua",12.1149926,-86.2361744,Military - Nicaraguan Air Force,Managua - El Rodeo,Arava 201,20,20,0
08/20/1982,"Off Castries, Saint Lucia",14.0110158,-60.9897239,Inter Island Air Services,,Britten-Norman BN-2A Islander,10,10,0
08/31/1982,"Knotsville, Tennessee",35.9606384,-83.9207392,Military - U.S. Air Force,Training,Lockheed C-141B,9,9,0
09-01-1982,"Near Valladolid, Ecuador",-1.831239,-78.183406,Aerolineas Condor,Zumba - Loja,de Havilland Canada DHC-4A Caribou,44,44,0
09-04-1982,"Rio Branco, Brazil",-9.9740249,-67.8098191,Cia Brasiliera de Tratores,,Gates Learjet 25B,10,10,0
09-11-1982,"Near Mannheim, West Germany",49.4874592,8.4660395,Military - U.S. Army,,Boeing Vertol CH-47C (helicopter),46,46,0
09/13/1982,"Near Malaga, Spain",36.721261,-4.4212655,Spantax,Malaga - New York City,McDonnell Douglas DC-10-30CF,394,50,0
09/17/1982,"Near Nondalton, Alaksa",59.9730954,-154.8494455,Air Taxi,"Nondalton, AK - Port Alsworth, AK",Robertson C-U206F,5,4,0
09/18/1982,"Two Bridge Lake, British Colombia, Canada",51.481605,-120.729613,Central Mountain Air Services,,de Havilland Canada DHC-3 Otter,5,5,0
09/21/1982,"Near Kotzbue, Alaska",66.8969151,-162.5930667,Air Taxi,"Kiana, AK - Kotzebue, AK",Cessna U206G,6,4,0
09/29/1982,"Luxembourg, Luxembourg",49.815273,6.129583,Aeroflot,Moscow - Luxembourg,Ilyushin IL-62M,77,7,0
10/20/1982,AtlantiOcean,-14.5994134,-28.6731465,Air Taxi,"Anguilla - St. Thomas, VI",Piper PA-31,8,8,0
11/17/1982,Off Taiwan,23.69781,120.960515,Far Eastern Air Transport,,Bell 212,15,15,0
11/23/1982,"Cullman, Alabama",34.1748208,-86.8436124,Air Taxi,"Cullman, AL - Louisville, KY",Beechcraft 95-B55,2,2,0
11/29/1982,"Lubango, Angola",-14.9186136,13.5321234,TAAG Angola Airlines,,Antonov AN-26,15,15,0
11/30/1982,"Quetame, Colombia",4.32998,-73.863183,Aerolineas Centrales de Colombia,,de Havilland Canada DHC-6 Twin Otter 310,22,22,0
12-01-1982,"Douglassville, Pennsylvania",40.2581117,-75.7262916,Air Taxi - Basco Flying Service Inc.,"Philadelphia, PA - Pottstown, PA",Piper PA-32-260,5,3,0
12-07-1982,"Near Pueblo, Colorado",38.2544472,-104.6091409,Pioneer Airlines,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,2,2,0
12-09-1982,"Near San Andres de Bocay, Nicaragua",14.3143353,-85.1725618,Military - Nicaraguan Air Force,,Mil Mi-8 (helicopter),88,84,0
12-09-1982,"Near Klawock, Alaksa",55.5520852,-133.081983,Air Taxi - Tyee Airlines Inc.,"Ketchikan, AK - Craig, AK",de Havilland DHC-2,8,8,0
12-09-1982,"La Serena, Chile",-29.9026691,-71.2519374,Aeronor Chile,Santiago - La Serena,Fairchild F-27J,46,46,0
12/15/1982,"Defiance, Ohio",41.2844933,-84.3557802,Air Taxi - Custom Air Transport Inc.,"Columbus, OH - Difiance, OH",Cessna T210,2,2,0
12/22/1982,"Mesvres, France",46.862346,4.240687,Rijnmond Air Services,,Piper PA-31-350 Chieftain,10,10,0
12/23/1982,"Rostov-on-Don, Russia",47.2357137,39.701505,Aeroflot,,Antonov AN-26,16,16,0
12/24/1982,"Guangzhou, China",23.1290799,113.26436,CAAC,,Ilyushin IL-18B,69,25,0
01-09-1983,"Brainerd, Minnesota",46.3526733,-94.2020084,RepubliAirlines,Minneapolis-St Paul - Brainerd,Convair 580-11A,33,1,0
01-11-1983,"Detroit, Michigan",42.331427,-83.0457538,United Air Lines,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,3,3,0
01/14/1983,"Near Karimui, Papua New Guinea",-6.5954092,144.8731219,Talair,,Britten Norman BN-2A-20 Trislander,10,10,0
01/16/1983,"Ankara, Turkey",39.9333635,32.8597419,Turkish Airlines (THY),Istanbul - Ankara,Boeing B-727-2F2,67,47,0
02/13/1983,"Fayetteville, North Carolina",35.0523673,-78.8783774,Military - U.S. Air Force,,Lockheed C-130H Hercules,6,6,0
02/23/1983,"Brooksville, Florida",28.5552719,-82.3878709,Air Taxi,"Tallahssee, FL - Lakeland, FL",Piper PA-32-301,2,2,0
03-09-1983,"Off Macae, Brazil",-22.3837126,-41.7827578,Aeroleo Taxi Aereo,,Bell 212,11,11,0
03-10-1983,"Near Shach Goan, Afghanistan",33.93911,67.709953,Bakhtar Afghan Airlines,,de Havilland Canada DHC-6 Twin Otter 300,19,19,0
03-11-1983,Barquisimeto Venezuela,10.0677719,-69.3473509,Avensa,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,50,23,0
03/24/1983,"Jeffersonville, Georgia",32.687646,-83.3465561,Air Taxi,"Jacksonville, FL - Atlanta, GA",Mitsubishi MU-2B-60,4,4,0
03/30/1983,"Newark, New Jersey",40.735657,-74.1723667,Central Airlines,Chicago - Newark,Learjet 25,2,2,0
